studyid,authors,year,jurisdiction,outcome,measure,time_status_of_measure,includes_complete_dichotomous,setting,studygroups,studygroups_alternative,ITT,LT_arrests_treat,LT_arrests_treat_SD,LT_arrests_treat_n,LT_arrests_cont,LT_arrests_cont_SD,LT_arrests_cont_n,LT_convictions_treat,LT_convictions_treat_n,LT_convictions_cont,LT_convictions_cont_n,mean_age_treat,mean_age_treat_SD,mean_age_cont,mean_age_cont_SD,male_%_treat,male_%_cont,ATSI_or_MAORI_%_treat,ATSI_or_MAORI_%_cont,bl_pre_period_months,bl_treat_m,bl_treat_sd,bl_treat_median,bl_treat_n,bl_cont_m,bl_cont_sd,bl_cont_median,bl_cont_n,bl_treat_Dichotomous_%_Yes,bl_treat_Dichotomous_n,bl_cont_Dichotomous_%_Yes,bl_cont_Dichotomous_n,pt_period_months,pt_begins,pt_period_days_avg_treat,pt_period_days_avg_cont,measured_during_or_post_pt,Program_duration_minimum_months,Program_duration_average_months,Post_program_PT_months_treat,Post_program_PT_months_cont,pt_treat_m,pt_treat_sd,pt_treat_median,pt_treat_n,pt_cont_m,pt_cont_sd,pt_cont_median,pt_cont_n,pt_treat_Dichotomous_%,pt_treat_Dichotomous_n,pt_cont_Dichotomous_%,pt_cont_Dichotomous_n,mv_notes,charge_level,accepeted_violent,reported_accepting_violent,reported_accepting_indictable,reported_charges_expunged,pt_%_program_graduates,pt_program_graduates_n,pt_%_program_terminates,pt_program_terminates_n,pt_order_name_treat,pt_order_completion_treat_%,pt_order_completion_treat_n,pt_order_name_cont,pt_order_completion_cont_%,pt_order_completion_cont_n,source,source_published,research_design,stage_of_disposition,reported_single_JO,JOs_presiding_over_hearings_collapsed,reported_team_training,reported_JO training,reported_judge_or_team_training,average_minutes_review_hearing,reported_frequent_team_meetings,reported_sanctions,reported_using_graduated_sanctions,reported_sanctions_or_graduated_sanctions,reported_using_rewards,reported_sanctions_and_rewards,frequency_review_hearing,frequency_duration,frequent_vs_monthly_rh,reported_frequent_rh,reported_measuring_risk_treat,reported_measuring_risk_cont,reported_individualized_treat_treat,reported_individualized_treat_cont,reported_drug_or_alcohol_treatment_treat,type_of_drug_or_alch_treat_treat,reported_drug_or_alcohol_treatment_cont,type_of_drug_or_alch_treat_cont,reported_drug_or_alcohol_testing_treat,reported_drug_or_alcohol_testing_cont,reported_detox_treat,reported_detox_cont,reported_pharmacotherapy_treat,reported_pharmacotherapy_cont,reported_relapse_prevention_treat,reported_relapse_prevention_cont,reported_psychiatric_treatment_treat,reported_psychiatric_treatment_cont,reported_mental_health_treatment_treat,reported_mental_health_treatment_cont,reported_CBT_based_treatment_treat,reported_CBT_based_treatment_cont,reported_counseling_treat,reported_counseling_cont,reported_housing_support_treat,reported_housing_support_cont,reported_support_groups_treat,reported_support_groups_ cont,reported_material_aid_treat,reported_material_aid_cont,reported_health_services_treat,reported_health_services_cont,reported_domestic_violence_prog_treat,reported_domestic_violence_prog_cont,reported_edu_or_vocational_services_treat,reported_edu_or_vocational_services_cont,reported_anger_management_treat,reported_anger_management_cont,reported_life_skills_treat,reported_life_skills_cont,reported_family_support_service_or_training_treat,reported_family_support_service_or_training_cont,reported_prison_cont,other_treatment_treat,other_treatment_cont,total_treatments_required_treat,total_treatments_required_cont,total_treatments_offered_treat,total_treatments_offered_cont,included_sample_matching,reported_sample_matching,MSMS,MSMS_reason
15,New Zealand Ministry of Justice,2019,NZ,proven offence (excluding breach),% proven offence (excluding breach),free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,Enrolment,1095,1095,During,NA,NA,12,36,NA,NA,NA,160,NA,NA,NA,325,63.1,160,70.6,325,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence (excluding breach),% proven offence (excluding breach),free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Enrolment,1460,1460,During,NA,NA,24,48,NA,NA,NA,98,NA,NA,NA,203,77.6,98,79,203,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence,mean proven offences per 100 participants,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Enrolment,365,365,During,NA,NA,0,12,1.5,NA,NA,290,2.78,NA,NA,553,NA,NA,NA,NA,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence,mean proven offences per 100 participants,free time,Yes,DC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,92,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Enrolment,365,365,During,NA,NA,0,12,0.1,NA,NA,132,2.31,NA,NA,251,NA,NA,NA,NA,,NA,Yes,Yes,No,No,100,132,0,0,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence,mean proven offences per 100 participants,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Enrolment,730,730,During,NA,NA,0,24,2.89,NA,NA,226,4.95,NA,NA,446,NA,NA,NA,NA,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence,mean proven offences per 100 participants,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,Enrolment,1095,1095,During,NA,NA,12,36,5.06,NA,NA,160,6.61,NA,NA,325,NA,NA,NA,NA,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence,mean proven offences per 100 participants,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Enrolment,1460,1460,During,NA,NA,24,48,7.78,NA,NA,98,9.17,NA,NA,203,NA,NA,NA,NA,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven serious offence ,% proven serious offence,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Enrolment,365,365,During,NA,NA,0,12,NA,NA,NA,290,NA,NA,NA,553,17.6,290,21.6,553,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven serious offence ,% proven serious offence,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Enrolment,730,730,During,NA,NA,0,24,NA,NA,NA,226,NA,NA,NA,446,25.2,226,28.9,446,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven serious offence ,% proven serious offence,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,Enrolment,1095,1095,During,NA,NA,12,36,NA,NA,NA,160,NA,NA,NA,325,37.5,160,42.1,325,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven serious offence ,% proven serious offence,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Enrolment,1460,1460,During,NA,NA,24,48,NA,NA,NA,98,NA,NA,NA,203,41.8,98,48.5,203,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence leading to imprisonment,% proven offence leading to imprisonment,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Enrolment,365,365,During,NA,NA,0,12,NA,NA,NA,290,NA,NA,NA,553,21.7,290,28.8,553,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence leading to imprisonment,% proven offence leading to imprisonment,free time,Yes,DC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,92,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Enrolment,365,365,During,NA,NA,0,12,NA,NA,NA,132,NA,NA,NA,251,0,132,24,251,,NA,Yes,Yes,No,No,100,132,0,0,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence leading to imprisonment,% proven offence leading to imprisonment,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Enrolment,730,730,During,NA,NA,0,24,NA,NA,NA,226,NA,NA,NA,446,31,226,41.2,446,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence leading to imprisonment,% proven offence leading to imprisonment,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,Enrolment,1095,1095,During,NA,NA,12,36,NA,NA,NA,160,NA,NA,NA,325,40,160,44.3,325,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,proven offence leading to imprisonment,% proven offence leading to imprisonment,free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Enrolment,1460,1460,During,NA,NA,24,48,NA,NA,NA,98,NA,NA,NA,203,53.1,98,48.2,203,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,material aid,% on any benefit (one year post-test),free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Enrolment,365,365,During,NA,NA,0,12,NA,NA,NA,290,NA,NA,NA,553,75,290,79,553,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,material aid,% on any benefit (one to two years post-test),free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Enrolment,365,365,During,NA,NA,0,12,NA,NA,NA,226,NA,NA,NA,446,65,226,68,446,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,material aid,% on any benefit (two to three years post-test),free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Enrolment,365,365,During,NA,NA,12,12,NA,NA,NA,160,NA,NA,NA,325,39,160,46,325,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,material aid,% on any benefit (three to four years post-test),free time,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.66,92.77,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Enrolment,365,365,During,NA,NA,12,12,NA,NA,NA,98,NA,NA,NA,203,41,98,48,203,,NA,Yes,Yes,No,No,45.52,290,54.48,290,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,Health,mean face-to-face contacts with AOD,free time,Yes,DC,combined groups,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Treatment Exit,365,365,Post,NA,NA,12,12,6.99,NA,NA,259,4.92,NA,NA,2042,NA,NA,NA,NA,,NA,Yes,Yes,No,No,100,132,0,0,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,Health,mean face-to-face contacts with AOD,free time,Yes,DC,combined groups,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Treatment Exit,365,365,Post,NA,NA,12,12,3.7,NA,NA,95,4.67,NA,NA,668,NA,NA,NA,NA,,NA,Yes,Yes,No,No,100,132,0,0,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
15,New Zealand Ministry of Justice,2019,NZ,Health,mean face-to-face contacts with AOD,free time,Yes,DC,combined groups,None Reported,Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Treatment Exit,365,365,Post,NA,NA,12,12,8.9,NA,NA,164,5.04,NA,NA,1374,NA,NA,NA,NA,,NA,Yes,Yes,No,No,100,132,0,0,NA,NA,NA,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,Yes,Yes,Yes,Yes,No,required,residential & non_residential,No,NA,required,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,offered,offered,No,No,No,No,required,No,No,No,offered,No,No,No,Yes,aftercare,NA,3,1,4,1,Yes,Yes,4,"reliable and valid statistical matching technique was reported to match participants, important confounding variables controlled for, participation not randomised"
